"id"	"gene"	"description"
"R-DRE-418594"	"APLNRB"	"G alpha (i) signalling events"
"R-DRE-71288"	"CKMA"	"Creatine metabolism"
"R-DRE-2129379"	"EMILIN3A"	"Molecules associated with elastic fibres"
"R-DRE-674695"	"TCEB3"	"RNA Polymerase II Pre-transcription Events"
"R-DRE-6796648"	"TCEB3"	"TP53 Regulates Transcription of DNA Repair Genes"
"R-DRE-75955"	"TCEB3"	"RNA Polymerase II Transcription Elongation"
"R-DRE-114608"	"FN1A"	"Platelet degranulation "
"R-DRE-1474228"	"FN1A"	"Degradation of the extracellular matrix"
"R-DRE-1474244"	"FN1A"	"Extracellular matrix organization"
"R-DRE-1566977"	"FN1A"	"Fibronectin matrix formation"
"R-DRE-202733"	"FN1A"	"Cell surface interactions at the vascular wall"
"R-DRE-2129379"	"FN1A"	"Molecules associated with elastic fibres"
"R-DRE-216083"	"FN1A"	"Integrin cell surface interactions"
"R-DRE-3000178"	"FN1A"	"ECM proteoglycans"
"R-DRE-354192"	"FN1A"	"Integrin signaling"
"R-DRE-354194"	"FN1A"	"GRB2:SOS provides linkage to MAPK signaling for Integrins "
"R-DRE-372708"	"FN1A"	"p130Cas linkage to MAPK signaling for integrins"
"R-DRE-381426"	"FN1A"	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"
"R-DRE-5674135"	"FN1A"	"MAP2K and MAPK activation"
"R-DRE-8874081"	"FN1A"	"MET activates PTK2 signaling"
"R-DRE-8957275"	"FN1A"	"Post-translational protein phosphorylation"
"R-DRE-204005"	"BET1"	"COPII-mediated vesicle transport"
"R-DRE-6807878"	"BET1"	"COPI-mediated anterograde transport"
"R-DRE-418990"	"CDH6"	"Adherens junctions interactions"
"R-DRE-114608"	"LFT1"	"Platelet degranulation "
"R-DRE-5683826"	"GATA6"	"Surfactant metabolism"
"R-DRE-983231"	"GATA6"	"Factors involved in megakaryocyte development and platelet production"
"R-DRE-173599"	"UGDH"	"Formation of the active cofactor, UDP-glucuronate"
"R-DRE-114608"	"CD63"	"Platelet degranulation "
"R-DRE-6798695"	"CD63"	"Neutrophil degranulation"
"R-DRE-114608"	"CLU"	"Platelet degranulation "
"R-DRE-166665"	"CLU"	"Terminal pathway of complement"
"R-DRE-977606"	"CLU"	"Regulation of Complement cascade"
"R-DRE-1632852"	"ATG101"	"Macroautophagy"
"R-DRE-1483166"	"LIPIA"	"Synthesis of PA"
"R-DRE-1660662"	"ESYT1A"	"Glycosphingolipid metabolism"
"R-DRE-9013149"	"ESYT1A"	"RAC1 GTPase cycle"
"R-DRE-9013405"	"ESYT1A"	"RHOD GTPase cycle"
"R-DRE-9013408"	"ESYT1A"	"RHOG GTPase cycle"
"R-DRE-9035034"	"ESYT1A"	"RHOF GTPase cycle"
"R-DRE-1474228"	"CDH1"	"Degradation of the extracellular matrix"
"R-DRE-216083"	"CDH1"	"Integrin cell surface interactions"
"R-DRE-351906"	"CDH1"	"Apoptotic cleavage of cell adhesion  proteins"
"R-DRE-418990"	"CDH1"	"Adherens junctions interactions"
"R-DRE-5626467"	"CDH1"	"RHO GTPases activate IQGAPs"
"R-DRE-70635"	"ARG2"	"Urea cycle"
"R-DRE-2022923"	"CHST14"	"Dermatan sulfate biosynthesis"
"R-DRE-1474228"	"HTRA1B"	"Degradation of the extracellular matrix"
"R-DRE-6807878"	"ARFGAP2"	"COPI-mediated anterograde transport"
"R-DRE-6811434"	"ARFGAP2"	"COPI-dependent Golgi-to-ER retrograde traffic"
"R-DRE-9013148"	"ARFGAP2"	"CDC42 GTPase cycle"
"R-DRE-1566948"	"LOXL1"	"Elastic fibre formation"
"R-DRE-2243919"	"LOXL1"	"Crosslinking of collagen fibrils"
"R-DRE-6804115"	"PLK3"	"TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain"
"R-DRE-6804756"	"PLK3"	"Regulation of TP53 Activity through Phosphorylation"
"R-DRE-201722"	"TCF7L1A"	"Formation of the beta-catenin:TCF transactivating complex"
"R-DRE-3769402"	"TCF7L1A"	"Deactivation of the beta-catenin transactivating complex"
"R-DRE-4641265"	"TCF7L1A"	"Repression of WNT target genes"
"R-DRE-8951430"	"TCF7L1A"	"RUNX3 regulates WNT signaling"
"R-DRE-446343"	"ILK"	"Localization of the PINCH-ILK-PARVIN complex to focal adhesions"
"R-DRE-446353"	"ILK"	"Cell-extracellular matrix interactions"
"R-DRE-111447"	"YWHAH"	"Activation of BAD and translocation to mitochondria "
"R-DRE-5625740"	"YWHAH"	"RHO GTPases activate PKNs"
"R-DRE-5628897"	"YWHAH"	"TP53 Regulates Metabolic Genes"
"R-DRE-75035"	"YWHAH"	"Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex"
"R-DRE-141444"	"SEC13"	"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"
"R-DRE-159227"	"SEC13"	"Transport of the SLBP independent Mature mRNA"
"R-DRE-159230"	"SEC13"	"Transport of the SLBP Dependant Mature mRNA"
"R-DRE-159231"	"SEC13"	"Transport of Mature mRNA Derived from an Intronless Transcript"
"R-DRE-159236"	"SEC13"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"
"R-DRE-191859"	"SEC13"	"snRNP Assembly"
"R-DRE-204005"	"SEC13"	"COPII-mediated vesicle transport"
"R-DRE-2132295"	"SEC13"	"MHC class II antigen presentation"
"R-DRE-2467813"	"SEC13"	"Separation of Sister Chromatids"
"R-DRE-2500257"	"SEC13"	"Resolution of Sister Chromatid Cohesion"
"R-DRE-3108214"	"SEC13"	"SUMOylation of DNA damage response and repair proteins"
"R-DRE-3232142"	"SEC13"	"SUMOylation of ubiquitinylation proteins"
"R-DRE-3301854"	"SEC13"	"Nuclear Pore Complex (NPC) Disassembly"
"R-DRE-3371453"	"SEC13"	"Regulation of HSF1-mediated heat shock response"
"R-DRE-4085377"	"SEC13"	"SUMOylation of SUMOylation proteins"
"R-DRE-4551638"	"SEC13"	"SUMOylation of chromatin organization proteins"
"R-DRE-4570464"	"SEC13"	"SUMOylation of RNA binding proteins"
"R-DRE-5578749"	"SEC13"	"Transcriptional regulation by small RNAs"
"R-DRE-5663220"	"SEC13"	"RHO GTPases Activate Formins"
"R-DRE-9615933"	"SEC13"	"Postmitotic nuclear pore complex (NPC) reformation"
"R-DRE-9639288"	"SEC13"	"Amino acids regulate mTORC1"
"R-DRE-9648025"	"SEC13"	"EML4 and NUDC in mitotic spindle formation"
"R-DRE-983170"	"SEC13"	"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"
"R-DRE-6807878"	"TMED3"	"COPI-mediated anterograde transport"
"R-DRE-6811434"	"TMED3"	"COPI-dependent Golgi-to-ER retrograde traffic"
"R-DRE-1296041"	"GNG2"	"Activation of G protein gated Potassium channels"
"R-DRE-202040"	"GNG2"	"G-protein activation"
"R-DRE-381676"	"GNG2"	"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"
"R-DRE-392170"	"GNG2"	"ADP signalling through P2Y purinoceptor 12"
"R-DRE-392451"	"GNG2"	"G beta:gamma signalling through PI3Kgamma"
"R-DRE-392851"	"GNG2"	"Prostacyclin signalling through prostacyclin receptor"
"R-DRE-400042"	"GNG2"	"Adrenaline,noradrenaline inhibits insulin secretion"
"R-DRE-4086398"	"GNG2"	"Ca2+ pathway"
"R-DRE-416476"	"GNG2"	"G alpha (q) signalling events"
"R-DRE-416482"	"GNG2"	"G alpha (12/13) signalling events"
"R-DRE-418217"	"GNG2"	"G beta:gamma signalling through PLC beta"
"R-DRE-418555"	"GNG2"	"G alpha (s) signalling events"
"R-DRE-418592"	"GNG2"	"ADP signalling through P2Y purinoceptor 1"
"R-DRE-418594"	"GNG2"	"G alpha (i) signalling events"
"R-DRE-418597"	"GNG2"	"G alpha (z) signalling events"
"R-DRE-420092"	"GNG2"	"Glucagon-type ligand receptors"
"R-DRE-428930"	"GNG2"	"Thromboxane signalling through TP receptor"
"R-DRE-432040"	"GNG2"	"Vasopressin regulates renal water homeostasis via Aquaporins"
"R-DRE-456926"	"GNG2"	"Thrombin signalling through proteinase activated receptors (PARs)"
"R-DRE-500657"	"GNG2"	"Presynaptic function of Kainate receptors"
"R-DRE-6814122"	"GNG2"	"Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding"
"R-DRE-8964315"	"GNG2"	"G beta:gamma signalling through BTK"
"R-DRE-8964616"	"GNG2"	"G beta:gamma signalling through CDC42"
"R-DRE-9009391"	"GNG2"	"Extra-nuclear estrogen signaling"
"R-DRE-997272"	"GNG2"	"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"
"R-DRE-75876"	"ACSBG2"	"Synthesis of very long-chain fatty acyl-CoAs"
"R-DRE-6798695"	"DSC2L"	"Neutrophil degranulation"
"R-DRE-6805567"	"DSC2L"	"Keratinization"
"R-DRE-6809371"	"DSC2L"	"Formation of the cornified envelope"
"R-DRE-111447"	"BIDA"	"Activation of BAD and translocation to mitochondria "
"R-DRE-111453"	"BIDA"	"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members"
"R-DRE-114294"	"BIDA"	"Activation, translocation and oligomerization of BAX"
"R-DRE-75108"	"BIDA"	"Activation, myristolyation of BID and translocation to mitochondria"
"R-DRE-5628897"	"SESN1"	"TP53 Regulates Metabolic Genes"
"R-DRE-9639288"	"SESN1"	"Amino acids regulate mTORC1"
"R-DRE-162658"	"RAB2A"	"Golgi Cisternae Pericentriolar Stack Reorganization"
"R-DRE-8873719"	"RAB2A"	"RAB geranylgeranylation"
"R-DRE-3928664"	"GIT1"	"Ephrin signaling"
"R-DRE-9013148"	"GIT1"	"CDC42 GTPase cycle"
"R-DRE-9013149"	"GIT1"	"RAC1 GTPase cycle"
"R-DRE-9013404"	"GIT1"	"RAC2 GTPase cycle"
"R-DRE-9013406"	"GIT1"	"RHOQ GTPase cycle"
"R-DRE-9013409"	"GIT1"	"RHOJ GTPase cycle"
"R-DRE-9013420"	"GIT1"	"RHOU GTPase cycle"
"R-DRE-9013423"	"GIT1"	"RAC3 GTPase cycle"
"R-DRE-9013424"	"GIT1"	"RHOV GTPase cycle"
"R-DRE-373753"	"KIRREL3L"	"Nephrin family interactions"
"R-DRE-8876198"	"DENND4A"	"RAB GEFs exchange GTP for GDP on RABs"
"R-DRE-70268"	"LDHA"	"Pyruvate metabolism"
"R-DRE-5173105"	"GYLTL1B"	"O-linked glycosylation"
"R-DRE-1474228"	"CELA1"	"Degradation of the extracellular matrix"
"R-DRE-1592389"	"CELA1"	"Activation of Matrix Metalloproteinases"
"R-DRE-6798695"	"CELA1"	"Neutrophil degranulation"
"R-DRE-6803157"	"CELA1"	"Antimicrobial peptides"
"R-DRE-977606"	"CELA1"	"Regulation of Complement cascade"
"R-DRE-1474228"	"CELA1"	"Degradation of the extracellular matrix"
"R-DRE-1592389"	"CELA1"	"Activation of Matrix Metalloproteinases"
"R-DRE-6798695"	"CELA1"	"Neutrophil degranulation"
"R-DRE-6803157"	"CELA1"	"Antimicrobial peptides"
"R-DRE-977606"	"CELA1"	"Regulation of Complement cascade"
"R-DRE-1474228"	"CELA1"	"Degradation of the extracellular matrix"
"R-DRE-1592389"	"CELA1"	"Activation of Matrix Metalloproteinases"
"R-DRE-6798695"	"CELA1"	"Neutrophil degranulation"
"R-DRE-6803157"	"CELA1"	"Antimicrobial peptides"
"R-DRE-977606"	"CELA1"	"Regulation of Complement cascade"
"R-DRE-1474228"	"CELA1"	"Degradation of the extracellular matrix"
"R-DRE-1592389"	"CELA1"	"Activation of Matrix Metalloproteinases"
"R-DRE-6798695"	"CELA1"	"Neutrophil degranulation"
"R-DRE-6803157"	"CELA1"	"Antimicrobial peptides"
"R-DRE-977606"	"CELA1"	"Regulation of Complement cascade"
"R-DRE-1474228"	"CELA1"	"Degradation of the extracellular matrix"
"R-DRE-1592389"	"CELA1"	"Activation of Matrix Metalloproteinases"
"R-DRE-6798695"	"CELA1"	"Neutrophil degranulation"
"R-DRE-6803157"	"CELA1"	"Antimicrobial peptides"
"R-DRE-977606"	"CELA1"	"Regulation of Complement cascade"
"R-DRE-1474228"	"CELA1"	"Degradation of the extracellular matrix"
"R-DRE-1592389"	"CELA1"	"Activation of Matrix Metalloproteinases"
"R-DRE-6798695"	"CELA1"	"Neutrophil degranulation"
"R-DRE-6803157"	"CELA1"	"Antimicrobial peptides"
"R-DRE-977606"	"CELA1"	"Regulation of Complement cascade"
"R-DRE-1474228"	"CELA1"	"Degradation of the extracellular matrix"
"R-DRE-1592389"	"CELA1"	"Activation of Matrix Metalloproteinases"
"R-DRE-6798695"	"CELA1"	"Neutrophil degranulation"
"R-DRE-6803157"	"CELA1"	"Antimicrobial peptides"
"R-DRE-977606"	"CELA1"	"Regulation of Complement cascade"
"R-DRE-375276"	"EDN2"	"Peptide ligand-binding receptors"
"R-DRE-416476"	"EDN2"	"G alpha (q) signalling events"
"R-DRE-114608"	"MANF"	"Platelet degranulation "
"R-DRE-983168"	"RNF19A"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-DRE-3238698"	"SNX3"	"WNT ligand biogenesis and trafficking"
"R-DRE-5689880"	"SNX3"	"Ub-specific processing proteases"
"R-DRE-1474228"	"BSG"	"Degradation of the extracellular matrix"
"R-DRE-210991"	"BSG"	"Basigin interactions"
"R-DRE-216083"	"BSG"	"Integrin cell surface interactions"
"R-DRE-433692"	"BSG"	"Proton-coupled monocarboxylate transport"
"R-DRE-70268"	"BSG"	"Pyruvate metabolism"
"R-DRE-190873"	"ACTB2"	"Gap junction degradation"
"R-DRE-196025"	"ACTB2"	"Formation of annular gap junctions"
"R-DRE-2029482"	"ACTB2"	"Regulation of actin dynamics for phagocytic cup formation"
"R-DRE-3928662"	"ACTB2"	"EPHB-mediated forward signaling"
"R-DRE-3928665"	"ACTB2"	"EPH-ephrin mediated repulsion of cells"
"R-DRE-418990"	"ACTB2"	"Adherens junctions interactions"
"R-DRE-4420097"	"ACTB2"	"VEGFA-VEGFR2 Pathway"
"R-DRE-446353"	"ACTB2"	"Cell-extracellular matrix interactions"
"R-DRE-5250924"	"ACTB2"	"B-WICH complex positively regulates rRNA expression"
"R-DRE-5626467"	"ACTB2"	"RHO GTPases activate IQGAPs"
"R-DRE-5663213"	"ACTB2"	"RHO GTPases Activate WASPs and WAVEs"
"R-DRE-5663220"	"ACTB2"	"RHO GTPases Activate Formins"
"R-DRE-5674135"	"ACTB2"	"MAP2K and MAPK activation"
"R-DRE-5689603"	"ACTB2"	"UCH proteinases"
"R-DRE-5696394"	"ACTB2"	"DNA Damage Recognition in GG-NER"
"R-DRE-8856828"	"ACTB2"	"Clathrin-mediated endocytosis"
"R-DRE-9035034"	"ACTB2"	"RHOF GTPase cycle"
"R-DRE-4608870"	"PRICKLE1B"	"Asymmetric localization of PCP proteins"
"R-DRE-6811440"	"ARFIP2B"	"Retrograde transport at the Trans-Golgi-Network"
"R-DRE-425986"	"SLC9A8"	"Sodium/Proton exchangers"
"R-DRE-446205"	"PMM2"	"Synthesis of GDP-mannose"
"R-DRE-113418"	"GTF2H2"	"Formation of the Early Elongation Complex"
"R-DRE-5696395"	"GTF2H2"	"Formation of Incision Complex in GG-NER"
"R-DRE-5696400"	"GTF2H2"	"Dual Incision in GG-NER"
"R-DRE-674695"	"GTF2H2"	"RNA Polymerase II Pre-transcription Events"
"R-DRE-6781823"	"GTF2H2"	"Formation of TC-NER Pre-Incision Complex"
"R-DRE-6782135"	"GTF2H2"	"Dual incision in TC-NER"
"R-DRE-6782210"	"GTF2H2"	"Gap-filling DNA repair synthesis and ligation in TC-NER"
"R-DRE-6796648"	"GTF2H2"	"TP53 Regulates Transcription of DNA Repair Genes"
"R-DRE-72086"	"GTF2H2"	"mRNA Capping"
"R-DRE-73762"	"GTF2H2"	"RNA Polymerase I Transcription Initiation"
"R-DRE-73772"	"GTF2H2"	"RNA Polymerase I Promoter Escape"
"R-DRE-73776"	"GTF2H2"	"RNA Polymerase II Promoter Escape"
"R-DRE-73779"	"GTF2H2"	"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"R-DRE-73863"	"GTF2H2"	"RNA Polymerase I Transcription Termination"
"R-DRE-75953"	"GTF2H2"	"RNA Polymerase II Transcription Initiation"
"R-DRE-75955"	"GTF2H2"	"RNA Polymerase II Transcription Elongation"
"R-DRE-76042"	"GTF2H2"	"RNA Polymerase II Transcription Initiation And Promoter Clearance"
"R-DRE-77075"	"GTF2H2"	"RNA Pol II CTD phosphorylation and interaction with CE"
"R-DRE-1799339"	"SRP54"	"SRP-dependent cotranslational protein targeting to membrane"
"R-DRE-109704"	"PIK3CB"	"PI3K Cascade"
"R-DRE-112399"	"PIK3CB"	"IRS-mediated signalling"
"R-DRE-114604"	"PIK3CB"	"GPVI-mediated activation cascade"
"R-DRE-1257604"	"PIK3CB"	"PIP3 activates AKT signaling"
"R-DRE-1660499"	"PIK3CB"	"Synthesis of PIPs at the plasma membrane"
"R-DRE-186763"	"PIK3CB"	"Downstream signal transduction"
"R-DRE-198203"	"PIK3CB"	"PI3K/AKT activation"
"R-DRE-201556"	"PIK3CB"	"Signaling by ALK"
"R-DRE-2029485"	"PIK3CB"	"Role of phospholipids in phagocytosis"
"R-DRE-210993"	"PIK3CB"	"Tie2 Signaling"
"R-DRE-2424491"	"PIK3CB"	"DAP12 signaling"
"R-DRE-4420097"	"PIK3CB"	"VEGFA-VEGFR2 Pathway"
"R-DRE-5673001"	"PIK3CB"	"RAF/MAP kinase cascade"
"R-DRE-6811558"	"PIK3CB"	"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
"R-DRE-8853659"	"PIK3CB"	"RET signaling"
"R-DRE-9027276"	"PIK3CB"	"Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"R-DRE-912526"	"PIK3CB"	"Interleukin receptor SHC signaling"
"R-DRE-912631"	"PIK3CB"	"Regulation of signaling by CBL"
"R-DRE-1650814"	"PPIB"	"Collagen biosynthesis and modifying enzymes"
"R-DRE-1483206"	"CPNE1"	"Glycerophospholipid biosynthesis"
"R-DRE-6798695"	"CPNE1"	"Neutrophil degranulation"
"R-DRE-1855204"	"ITPKB"	"Synthesis of IP3 and IP4 in the cytosol"
"R-DRE-5173105"	"DAG1"	"O-linked glycosylation"
"R-DRE-9010553"	"DAG1"	"Regulation of expression of SLITs and ROBOs"
"R-DRE-8874211"	"CREB3L3L"	"CREB3 factors activate genes"
"R-DRE-5628897"	"COX4I2"	"TP53 Regulates Metabolic Genes"
"R-DRE-611105"	"COX4I2"	"Respiratory electron transport"
"R-DRE-9707564"	"COX4I2"	"Cytoprotection by HMOX1"
"R-DRE-6798695"	"LAMP1"	"Neutrophil degranulation"
"R-DRE-8854214"	"RAB35B"	"TBC/RABGAPs"
"R-DRE-8873719"	"RAB35B"	"RAB geranylgeranylation"
"R-DRE-8876198"	"RAB35B"	"RAB GEFs exchange GTP for GDP on RABs"
"R-DRE-977347"	"SERINC2"	"Serine biosynthesis"
"R-DRE-71288"	"CKBB"	"Creatine metabolism"
"R-DRE-9696264"	"CKBB"	"RND3 GTPase cycle"
"R-DRE-1474228"	"CAPNS1A"	"Degradation of the extracellular matrix"
"R-DRE-204005"	"TFG"	"COPII-mediated vesicle transport"
"R-DRE-1650814"	"COL9A2"	"Collagen biosynthesis and modifying enzymes"
"R-DRE-2022090"	"COL9A2"	"Assembly of collagen fibrils and other multimeric structures"
"R-DRE-8874081"	"COL9A2"	"MET activates PTK2 signaling"
"R-DRE-8948216"	"COL9A2"	"Collagen chain trimerization"
"R-DRE-3299685"	"GPX7"	"Detoxification of Reactive Oxygen Species"
"R-DRE-382556"	"DERL3"	"ABC-family proteins mediated transport"
"R-DRE-416476"	"LPAR1"	"G alpha (q) signalling events"
"R-DRE-418594"	"LPAR1"	"G alpha (i) signalling events"
"R-DRE-419408"	"LPAR1"	"Lysosphingolipid and LPA receptors"
"R-DRE-193648"	"MCF2LA"	"NRAGE signals death through JNK"
"R-DRE-416482"	"MCF2LA"	"G alpha (12/13) signalling events"
"R-DRE-8980692"	"MCF2LA"	"RHOA GTPase cycle"
"R-DRE-9013106"	"MCF2LA"	"RHOC GTPase cycle"
"R-DRE-9013148"	"MCF2LA"	"CDC42 GTPase cycle"
"R-DRE-9013149"	"MCF2LA"	"RAC1 GTPase cycle"
"R-DRE-9013408"	"MCF2LA"	"RHOG GTPase cycle"
"R-DRE-162699"	"DPM3"	"Synthesis of dolichyl-phosphate mannose"
"R-DRE-162658"	"GORASP2"	"Golgi Cisternae Pericentriolar Stack Reorganization"
"R-DRE-3000157"	"NID2A"	"Laminin interactions"
"R-DRE-1650814"	"CRTAP"	"Collagen biosynthesis and modifying enzymes"
"R-DRE-8951664"	"FBXO2"	"Neddylation"
"R-DRE-983168"	"FBXO2"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-DRE-70221"	"PHKG2"	"Glycogen breakdown (glycogenolysis)"
"R-DRE-350562"	"ODC1"	"Regulation of ornithine decarboxylase (ODC)"
"R-DRE-351143"	"ODC1"	"Agmatine biosynthesis"
"R-DRE-351202"	"ODC1"	"Metabolism of polyamines"
"R-DRE-2029485"	"PLPP5"	"Role of phospholipids in phagocytosis"
"R-DRE-1650814"	"PLOD1A"	"Collagen biosynthesis and modifying enzymes"
"R-DRE-8873719"	"RAB32A"	"RAB geranylgeranylation"
"R-DRE-8876198"	"RAB32A"	"RAB GEFs exchange GTP for GDP on RABs"
"R-DRE-114508"	"ITPR3"	"Effects of PIP2 hydrolysis"
"R-DRE-139853"	"ITPR3"	"Elevation of cytosolic Ca2+ levels"
"R-DRE-381676"	"ITPR3"	"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"
"R-DRE-5578775"	"ITPR3"	"Ion homeostasis"
"R-DRE-983695"	"ITPR3"	"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"
"R-DRE-1660661"	"SGMS1"	"Sphingolipid de novo biosynthesis"
"R-DRE-6809371"	"KAZNB"	"Formation of the cornified envelope"
"R-DRE-6798695"	"TNFAIP6"	"Neutrophil degranulation"
"R-DRE-211935"	"CYP2AA8"	"Fatty acids"
"R-DRE-211958"	"CYP2AA8"	"Miscellaneous substrates"
"R-DRE-211981"	"CYP2AA8"	"Xenobiotics"
"R-DRE-211999"	"CYP2AA8"	"CYP2E1 reactions"
"R-DRE-9027307"	"CYP2AA8"	"Biosynthesis of maresin-like SPMs"
"R-DRE-1660514"	"TPTE"	"Synthesis of PIPs at the Golgi membrane"
"R-DRE-425410"	"SLC31A1"	"Metal ion SLC transporters"
"R-DRE-9013149"	"JAG1B"	"RAC1 GTPase cycle"
"R-DRE-9013423"	"JAG1B"	"RAC3 GTPase cycle"
"R-DRE-2682334"	"EFNB2A"	"EPH-Ephrin signaling"
"R-DRE-3928662"	"EFNB2A"	"EPHB-mediated forward signaling"
"R-DRE-3928664"	"EFNB2A"	"Ephrin signaling"
"R-DRE-3928665"	"EFNB2A"	"EPH-ephrin mediated repulsion of cells"
"R-DRE-8854214"	"RABGEF1"	"TBC/RABGAPs"
"R-DRE-8876198"	"RABGEF1"	"RAB GEFs exchange GTP for GDP on RABs"
"R-DRE-499943"	"NME4"	"Interconversion of nucleotide di- and triphosphates"
"R-DRE-5675482"	"PELI1B"	"Regulation of necroptotic cell death"
"R-DRE-9020702"	"PELI1B"	"Interleukin-1 signaling"
"R-DRE-937039"	"PELI1B"	"IRAK1 recruits IKK complex"
"R-DRE-975144"	"PELI1B"	"IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation"
"R-DRE-180024"	"PPP1CAB"	"DARPP-32 events"
"R-DRE-432722"	"TPD52"	"Golgi Associated Vesicle Biogenesis"
"R-DRE-381753"	"REEP5"	"Olfactory Signaling Pathway"
"R-DRE-8875555"	"DOCK7"	"MET activates RAP1 and RAC1"
"R-DRE-9013148"	"DOCK7"	"CDC42 GTPase cycle"
"R-DRE-9013149"	"DOCK7"	"RAC1 GTPase cycle"
"R-DRE-983231"	"DOCK7"	"Factors involved in megakaryocyte development and platelet production"
"R-DRE-1655829"	"MBTPS1"	"Regulation of cholesterol biosynthesis by SREBP (SREBF)"
"R-DRE-381033"	"MBTPS1"	"ATF6 (ATF6-alpha) activates chaperones"
"R-DRE-381426"	"MBTPS1"	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"
"R-DRE-8874211"	"MBTPS1"	"CREB3 factors activate genes"
"R-DRE-8957275"	"MBTPS1"	"Post-translational protein phosphorylation"
"R-DRE-163560"	"FABP11A"	"Triglyceride catabolism"
"R-DRE-5362517"	"FABP11A"	"Signaling by Retinoic Acid"
"R-DRE-6798695"	"FABP11A"	"Neutrophil degranulation"
"R-DRE-3295583"	"TRPV4"	"TRP channels"
"R-DRE-193048"	"HSD17B12A"	"Androgen biosynthesis"
"R-DRE-75876"	"HSD17B12A"	"Synthesis of very long-chain fatty acyl-CoAs"
"R-DRE-727802"	"SLC35B4"	"Transport of nucleotide sugars"
"R-DRE-6809371"	"PERP"	"Formation of the cornified envelope"
"R-DRE-6807505"	"ELL2"	"RNA polymerase II transcribes snRNA genes"
"R-DRE-114608"	"VEGFAA"	"Platelet degranulation "
"R-DRE-194313"	"VEGFAA"	"VEGF ligand-receptor interactions"
"R-DRE-195399"	"VEGFAA"	"VEGF binds to VEGFR leading to receptor dimerization"
"R-DRE-390522"	"DMD"	"Striated Muscle Contraction"
"R-DRE-1222556"	"ATP6V0B"	"ROS and RNS production in phagocytes"
"R-DRE-77387"	"ATP6V0B"	"Insulin receptor recycling"
"R-DRE-917977"	"ATP6V0B"	"Transferrin endocytosis and recycling"
"R-DRE-9639288"	"ATP6V0B"	"Amino acids regulate mTORC1"
"R-DRE-983712"	"ATP6V0B"	"Ion channel transport"
"R-DRE-201451"	"FSTL1B"	"Signaling by BMP"
"R-DRE-381426"	"FSTL1B"	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"
"R-DRE-8957275"	"FSTL1B"	"Post-translational protein phosphorylation"
"R-DRE-917729"	"VPS37D"	"Endosomal Sorting Complex Required For Transport (ESCRT)"
"R-DRE-446199"	"DHDDS"	"Synthesis of Dolichyl-phosphate"
"R-DRE-1474228"	"CAPN2B"	"Degradation of the extracellular matrix"
"R-DRE-983168"	"UBAC1"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-DRE-2022857"	"GNSA"	"Keratan sulfate degradation"
"R-DRE-432720"	"GNSA"	"Lysosome Vesicle Biogenesis"
"R-DRE-6798695"	"GNSA"	"Neutrophil degranulation"
"R-DRE-416993"	"GRIP1"	"Trafficking of GluR2-containing AMPA receptors"
"R-DRE-70171"	"ALDOB"	"Glycolysis"
"R-DRE-70263"	"ALDOB"	"Gluconeogenesis"
"R-DRE-70350"	"ALDOB"	"Fructose catabolism"
"R-DRE-381042"	"EIF2AK3"	"PERK regulates gene expression"
"R-DRE-204005"	"SEC23IP"	"COPII-mediated vesicle transport"
"R-DRE-1251985"	"YAP1"	"Nuclear signaling by ERBB4"
"R-DRE-2028269"	"YAP1"	"Signaling by Hippo"
"R-DRE-2032785"	"YAP1"	"YAP1- and WWTR1 (TAZ)-stimulated gene expression"
"R-DRE-8939236"	"YAP1"	"RUNX1 regulates transcription of genes involved in differentiation of HSCs"
"R-DRE-8951671"	"YAP1"	"RUNX3 regulates YAP1-mediated transcription"
"R-DRE-1855183"	"INPP5B"	"Synthesis of IP2, IP, and Ins in the cytosol"
